1626670562.822		1253588	1253588	0	0	0	252268	0	0	110	0
1626670563.021		1269116	1269116	0	0	0	268734	0	0	110	0
1626670563.216		1268313	1268313	0	0	0	267897	0	0	110	0
1626670563.408		1267321	1267321	0	0	0	266651	0	0	110	0
1626670563.597		1268789	1268789	0	0	0	267859	0	0	110	0
1626670563.784		1270643	1270643	0	0	0	269887	0	0	110	0
1626670563.968		1267051	1267051	0	0	0	265970	0	0	110	0
1626670564.149		1264734	1264734	0	0	0	264116	0	0	110	0
1626670564.327		1266213	1266213	0	0	0	264896	0	0	110	0
1626670564.504		1267612	1267612	0	0	0	266806	0	0	110	0
1626670564.678		1253524	1253524	0	0	0	252598	0	0	110	0
1626670564.851		1255566	1255566	0	0	0	254446	0	0	110	0
1626670565.021		1257570	1257570	0	0	0	256906	0	0	110	0
1626670565.189		1257975	1257975	0	0	0	257292	0	0	110	0
1626670565.354		1258849	1258849	0	0	0	257728	0	0	110	0
1626670565.518		1251537	1251537	0	0	0	250131	0	0	110	0
1626670565.682		1255172	1255172	0	0	0	254071	0	0	110	0
1626670565.842		1252141	1252141	0	0	0	251345	0	0	110	0
1626670566.001		1255475	1255475	0	0	0	254382	0	0	110	0
1626670566.158		1257479	1257479	0	0	0	256738	0	0	110	0
1626670566.314		1254956	1254956	0	0	0	253934	0	0	110	0
1626670566.468		1264803	1264803	0	0	0	263891	0	0	110	0
1626670566.620		1266363	1266363	0	0	0	265966	0	0	110	0
1626670566.772		1264192	1264192	0	0	0	262931	0	0	110	0
1626670566.922		1269314	1269314	0	0	0	267912	0	0	110	0
1626670567.070		1270060	1270060	0	0	0	268697	0	0	110	0
1626670567.218		1267401	1267401	0	0	0	266127	0	0	110	0
1626670567.363		1265560	1265560	0	0	0	264941	0	0	110	0
1626670567.508		1266103	1266103	0	0	0	265685	0	0	110	0
1626670567.650		1263979	1263979	0	0	0	263329	0	0	110	0
1626670567.793		1266021	1266021	0	0	0	264791	0	0	110	0
1626670567.934		1260977	1260977	0	0	0	260109	0	0	110	0
1626670568.074		1267246	1267246	0	0	0	266462	0	0	110	0
1626670568.212		1269635	1269635	0	0	0	269088	0	0	110	0
1626670568.350		1265897	1265897	0	0	0	264975	0	0	110	0
1626670568.486		1265573	1265573	0	0	0	264746	0	0	110	0
1626670568.620		1254271	1254271	0	0	0	253859	0	0	110	0
1626670568.755		1253218	1253218	0	0	0	252483	0	0	110	0
1626670568.889		1256327	1256327	0	0	0	254891	0	0	110	0
1626670569.021		1257166	1257166	0	0	0	255807	0	0	110	0
1626670569.153		1254678	1254678	0	0	0	253267	0	0	110	0
1626670569.282		1254451	1254451	0	0	0	254040	0	0	110	0
1626670569.413		1258710	1258710	0	0	0	257699	0	0	110	0
1626670569.541		1253648	1253648	0	0	0	252472	0	0	110	0
1626670569.668		1256183	1256183	0	0	0	254981	0	0	110	0
1626670569.796		1259550	1259550	0	0	0	258390	0	0	110	0
1626670569.922		1251185	1251185	0	0	0	250369	0	0	110	0
1626670570.046		1256167	1256167	0	0	0	254793	0	0	110	0
1626670570.171		1262946	1262946	0	0	0	262463	0	0	110	0
1626670570.295		1265372	1265372	0	0	0	263909	0	0	110	0
1626670570.418		1270401	1270401	0	0	0	269979	0	0	110	0
1626670570.540		1265441	1265441	0	0	0	264180	0	0	110	0
1626670570.662		1258141	1258141	0	0	0	257058	0	0	110	0
1626670570.781		1259861	1259861	0	0	0	258415	0	0	110	0
1626670570.901		1254046	1254046	0	0	0	253396	0	0	110	0
1626670571.022		1254113	1254113	0	0	0	252649	0	0	110	0
1626670571.139		1270386	1270386	0	0	0	269615	0	0	110	0
1626670571.258		1267483	1267483	0	0	0	266758	0	0	110	0
1626670571.374		1263736	1263736	0	0	0	262513	0	0	110	0
1626670571.490		1262288	1262288	0	0	0	261206	0	0	110	0
1626670571.607		1263835	1263835	0	0	0	263070	0	0	110	0
1626670571.722		1267142	1267142	0	0	0	265928	0	0	110	0
1626670571.837		1269383	1269383	0	0	0	268641	0	0	110	0
1626670571.951		1269398	1269398	0	0	0	268381	0	0	110	0
1626670572.064		1257734	1257734	0	0	0	256702	0	0	110	0
1626670572.177		1256100	1256100	0	0	0	255092	0	0	110	0
1626670572.288		1254837	1254837	0	0	0	254024	0	0	110	0
1626670572.400		1257411	1257411	0	0	0	256626	0	0	110	0
1626670572.511		1264211	1264211	0	0	0	263182	0	0	110	0
1626670572.622		1269097	1269097	0	0	0	267912	0	0	110	0
1626670572.731		1267514	1267514	0	0	0	267008	0	0	110	0
1626670572.841		1266862	1266862	0	0	0	266315	0	0	110	0
1626670572.948		1256273	1256273	0	0	0	255420	0	0	110	0
1626670573.057		1257372	1257372	0	0	0	256330	0	0	110	0
