1626670789.664		1951880	142039	64	692401	1117376	1854722	58	95916	0	200
1626670790.438		1819301	136808	55	448000	1234438	1725481	58	95916	0	200
1626670790.808		1797553	140004	60	716993	940496	1701764	58	95916	0	200
1626670789.862		2849876	143787	56	1256407	1449626	2751537	58	95916	0	200
1626670790.624		2097229	140988	55	1413327	542859	2000269	58	95916	0	200
1626670791.346		1543225	143139	46	548521	851519	1444482	58	95916	0	200
1626670790.057		3321952	140187	26	2189736	992003	3226223	58	95916	0	200
1626670792.195		1565705	145181	53	729261	691210	1465979	58	95916	0	200
1626670792.683		1090468	137344	59	677412	275653	996184	58	95916	0	200
1626670791.691		2262958	144658	59	695012	1423229	2163999	58	95916	0	200
1626670791.169		2809092	134850	55	2211428	462759	2716874	58	95916	0	200
1626670793.000		1295244	150786	60	810608	333790	1188811	58	95900	0	200
1626670794.204		1047660	1047660	0	0	0	47176	0	0	110	0
1626670792.360		7571895	134916	43	1935611	5501325	7480391	58	0	104	0
1626670792.030		7984615	135589	58	1233897	6615071	7892658	58	32768	104	0
1626670793.462		6783063	132094	51	1058272	5592646	6692847	58	0	104	0
1626670790.248		10099571	144915	26	4992711	4961919	10000000	58	0	110	0
1626670793.762		6634255	143508	45	463934	6026768	6536524	58	0	104	0
1626670792.841		7901568	142948	54	910998	6847568	7804587	58	16384	104	0
1626670791.862		9167549	138538	49	1277466	7751496	9073413	58	16384	104	0
1626670793.613		7428004	138005	55	476339	6813605	7334253	58	16384	104	0
1626670790.989		10092024	135016	59	2073838	7883111	10000000	58	32768	110	0
1626670793.912		7697208	137528	55	720327	6839298	7604042	58	0	104	0
1626670791.520		10102263	145756	54	783758	9172695	10000000	58	16384	110	0
1626670793.309		8733755	135111	55	1734069	6864520	8642085	58	0	104	0
1626670794.058		8001476	142174	55	1259922	6599325	7904967	58	0	104	0
1626670792.522		10096358	140061	45	3846691	6109561	10000000	58	0	110	0
1626670793.155		10098012	142474	53	499869	9455616	10000000	58	81920	110	0
1626670794.349		10000736	10000736	0	0	0	10000000	0	0	110	0
1626670794.492		10000682	10000682	0	0	0	10000000	0	0	110	0
1626670794.633		10000508	10000508	0	0	0	10000000	0	0	110	0
1626670794.775		10000655	10000655	0	0	0	10000000	0	0	110	0
1626670794.915		10001194	10001194	0	0	0	10000000	0	0	110	0
1626670795.053		10000900	10000900	0	0	0	10000000	0	0	110	0
1626670795.191		10000605	10000605	0	0	0	10000000	0	0	110	0
1626670795.327		10000576	10000576	0	0	0	10000000	0	0	110	0
1626670795.462		10000907	10000907	0	0	0	10000000	0	0	110	0
1626670795.597		10000800	10000800	0	0	0	10000000	0	0	110	0
